4-dimethylaminopyridine,dimethyl amine,"1,4-butanediol, which when ingested is metabolized to gamma-hydroxybutyric acid, was detected by gc-ms. chemnet china lists the price of 1,4-butanediol at between about us$1,350–2,800/tonne, while the price for 1,5-pentanediol is about us$9,700/tonne.","""esterification of carboxylic acids with dicyclohexylcarbodiimide/4-dimethylaminopyridine: tert-butyl ethyl fumarate"".","the methyl ester of ricinoleic acid, obtained from castor bean oil, is the main commercial precursor to heptanoic acid.","one or more of piperazine's performance advantages are often compromised in practice due to its low concentration; nonetheless, the co2 absorption rate, heat of absorption, and solvent capacity are increased through the addition of piperazine to amine gas treating solvents, the most common of which is mdea due to its unmatched high rate and capacity efficiency.","1-bromohexane is also a solvent that is frequently used in grignard reactions, that are involved with creating bromo-cyclic compounds."
diethyl succinate,succinic acid,"one or more of piperazine's performance advantages are often compromised in practice due to its low concentration; nonetheless, the co2 absorption rate, heat of absorption, and solvent capacity are increased through the addition of piperazine to amine gas treating solvents, the most common of which is mdea due to its unmatched high rate and capacity efficiency.","the methyl ester of ricinoleic acid, obtained from castor bean oil, is the main commercial precursor to heptanoic acid.","1-bromohexane is also a solvent that is frequently used in grignard reactions, that are involved with creating bromo-cyclic compounds.","1,4-butanediol, which when ingested is metabolized to gamma-hydroxybutyric acid, was detected by gc-ms. chemnet china lists the price of 1,4-butanediol at between about us$1,350–2,800/tonne, while the price for 1,5-pentanediol is about us$9,700/tonne.","""esterification of carboxylic acids with dicyclohexylcarbodiimide/4-dimethylaminopyridine: tert-butyl ethyl fumarate""."
"2,4-pentanedione",isopropenyl acetate,"""esterification of carboxylic acids with dicyclohexylcarbodiimide/4-dimethylaminopyridine: tert-butyl ethyl fumarate"".","one or more of piperazine's performance advantages are often compromised in practice due to its low concentration; nonetheless, the co2 absorption rate, heat of absorption, and solvent capacity are increased through the addition of piperazine to amine gas treating solvents, the most common of which is mdea due to its unmatched high rate and capacity efficiency.","the methyl ester of ricinoleic acid, obtained from castor bean oil, is the main commercial precursor to heptanoic acid.","1-bromohexane is also a solvent that is frequently used in grignard reactions, that are involved with creating bromo-cyclic compounds.","1,4-butanediol, which when ingested is metabolized to gamma-hydroxybutyric acid, was detected by gc-ms. chemnet china lists the price of 1,4-butanediol at between about us$1,350–2,800/tonne, while the price for 1,5-pentanediol is about us$9,700/tonne."
octanoic acid,octanal,"one or more of piperazine's performance advantages are often compromised in practice due to its low concentration; nonetheless, the co2 absorption rate, heat of absorption, and solvent capacity are increased through the addition of piperazine to amine gas treating solvents, the most common of which is mdea due to its unmatched high rate and capacity efficiency.","""esterification of carboxylic acids with dicyclohexylcarbodiimide/4-dimethylaminopyridine: tert-butyl ethyl fumarate"".","the methyl ester of ricinoleic acid, obtained from castor bean oil, is the main commercial precursor to heptanoic acid.","1,4-butanediol, which when ingested is metabolized to gamma-hydroxybutyric acid, was detected by gc-ms. chemnet china lists the price of 1,4-butanediol at between about us$1,350–2,800/tonne, while the price for 1,5-pentanediol is about us$9,700/tonne.","1-bromohexane is also a solvent that is frequently used in grignard reactions, that are involved with creating bromo-cyclic compounds."
gamma-valerolactone,levulinic acid,"1,4-butanediol, which when ingested is metabolized to gamma-hydroxybutyric acid, was detected by gc-ms. chemnet china lists the price of 1,4-butanediol at between about us$1,350–2,800/tonne, while the price for 1,5-pentanediol is about us$9,700/tonne.","one or more of piperazine's performance advantages are often compromised in practice due to its low concentration; nonetheless, the co2 absorption rate, heat of absorption, and solvent capacity are increased through the addition of piperazine to amine gas treating solvents, the most common of which is mdea due to its unmatched high rate and capacity efficiency.","δ-valerolactone valeric acid 1,4-butanediol (1,4-bd) γ-butyrolactone (gbl)     general safety information gamma-valerolactone msds by sciencelab.com","1-bromohexane is also a solvent that is frequently used in grignard reactions, that are involved with creating bromo-cyclic compounds.","the product can be used as feedstock for producing furans or ethanol at high yield, while the gamma-valerolactone is returned to the catalytic cycle."
lithium chloride,lithium carbonate,"δ-valerolactone valeric acid 1,4-butanediol (1,4-bd) γ-butyrolactone (gbl)     general safety information gamma-valerolactone msds by sciencelab.com","one or more of piperazine's performance advantages are often compromised in practice due to its low concentration; nonetheless, the co2 absorption rate, heat of absorption, and solvent capacity are increased through the addition of piperazine to amine gas treating solvents, the most common of which is mdea due to its unmatched high rate and capacity efficiency.",lithium chloride is a chemical compound with the formula licl.,"1-bromohexane is also a solvent that is frequently used in grignard reactions, that are involved with creating bromo-cyclic compounds.","1,4-butanediol, which when ingested is metabolized to gamma-hydroxybutyric acid, was detected by gc-ms. chemnet china lists the price of 1,4-butanediol at between about us$1,350–2,800/tonne, while the price for 1,5-pentanediol is about us$9,700/tonne."
ethylene dichloride,hydrogen chloride,"1-bromohexane is also a solvent that is frequently used in grignard reactions, that are involved with creating bromo-cyclic compounds.","the chemical compound 1,2-dichloroethane commonly known as ethylene dichloride (edc), is a chlorinated hydrocarbon.",lithium chloride is a chemical compound with the formula licl.,"δ-valerolactone valeric acid 1,4-butanediol (1,4-bd) γ-butyrolactone (gbl)     general safety information gamma-valerolactone msds by sciencelab.com","1,4-butanediol, which when ingested is metabolized to gamma-hydroxybutyric acid, was detected by gc-ms. chemnet china lists the price of 1,4-butanediol at between about us$1,350–2,800/tonne, while the price for 1,5-pentanediol is about us$9,700/tonne."
methyltrichlorosilane,chloromethane,"the chemical compound 1,2-dichloroethane commonly known as ethylene dichloride (edc), is a chlorinated hydrocarbon.","methyltrichlorosilane, also known as trichloromethylsilane, is an organosilicon compound with the formula ch3sicl3.","filter paper treated with methyltrichlorosilane allows organic solvents to pass through, but not water.","thus, methyltrichlorosilane can be used to remove acetal protecting groups from carbonyl compounds under mild conditions.",  one use for methyltrichlorosilane is in the production of methyl silicone resins (highly crosslinked polymers).
manganese carbonate,manganese sulfate,"thus, methyltrichlorosilane can be used to remove acetal protecting groups from carbonyl compounds under mild conditions.","the chemical compound 1,2-dichloroethane commonly known as ethylene dichloride (edc), is a chlorinated hydrocarbon.",manganese carbonate is widely used as an additive to plant fertilizers to cure manganese deficient crops.,manganese carbonate occurs naturally as the mineral rhodochrosite.,"filter paper treated with methyltrichlorosilane allows organic solvents to pass through, but not water."
acetaldehyde,ethylene,"instead, primarily the enzyme catalase oxidizes ethanol to acetaldehyde.",acetaldehyde is carcinogenic in humans.,"acetaldehyde is an irritant of the skin, eyes, mucous membranes, throat, and respiratory tract.",acetylene reacts at 90–95 °c and the acetaldehyde formed is separated from water and mercury and cooled to 25–30 °c.,"in 1988 the international agency for research on cancer stated, ""there is sufficient evidence for the carcinogenicity of acetaldehyde (the major metabolite of ethanol) in experimental animals."""
propylene carbonate,propylene oxide,"in the us, propylene carbonate is not regulated as a volatile organic compound (voc) because it does not contribute significantly to the formation of smog and because its vapor is not known or suspected to cause cancer or other toxic effects.","it is possible, for example, to obtain potassium, sodium, and other alkali metals by electrolysis of their chlorides and other salts dissolved in propylene carbonate.",propylene carbonate (often abbreviated pc) is an organic compound with the formula ch3c2h3o2co.,propylene carbonate is chiral but is used exclusively as the racemic mixture.,"the corresponding reaction of 1,2-propanediol with phosgene is complex, yielding not only propylene carbonate but also oligomeric products."
m-cresol,phenol,"in the us, propylene carbonate is not regulated as a volatile organic compound (voc) because it does not contribute significantly to the formation of smog and because its vapor is not known or suspected to cause cancer or other toxic effects.",m-cresol is a precursor to the commercially important pesticides fenitrothion and fenthion.,"it is possible, for example, to obtain potassium, sodium, and other alkali metals by electrolysis of their chlorides and other salts dissolved in propylene carbonate.",propylene carbonate is chiral but is used exclusively as the racemic mixture.,propylene carbonate (often abbreviated pc) is an organic compound with the formula ch3c2h3o2co.
"1,3,5-trimethylbenzene",xylene,"in the us, propylene carbonate is not regulated as a volatile organic compound (voc) because it does not contribute significantly to the formation of smog and because its vapor is not known or suspected to cause cancer or other toxic effects.",propylene carbonate is chiral but is used exclusively as the racemic mixture.,propylene carbonate (often abbreviated pc) is an organic compound with the formula ch3c2h3o2co.,"in 1866 adolf von baeyer showed that mesitylene's structure was consistent with that of 1,3,5-trimethylbenzene; however, conclusive proof that mesitylene was identical to 1,3,5-trimethylbenzene was provided by albert ladenburg in 1874.",m-cresol is a precursor to the commercially important pesticides fenitrothion and fenthion.
"1,3,5-trichlorobenzene","3,5-dichloroaniline","in 1866 adolf von baeyer showed that mesitylene's structure was consistent with that of 1,3,5-trimethylbenzene; however, conclusive proof that mesitylene was identical to 1,3,5-trimethylbenzene was provided by albert ladenburg in 1874.","in the us, propylene carbonate is not regulated as a volatile organic compound (voc) because it does not contribute significantly to the formation of smog and because its vapor is not known or suspected to cause cancer or other toxic effects.",propylene carbonate (often abbreviated pc) is an organic compound with the formula ch3c2h3o2co.,"1,3,5-trichlorobenzene is an organochlorine compound.",propylene carbonate is chiral but is used exclusively as the racemic mixture.
1-decanol,decanoic acid,1-decanol is a straight chain fatty alcohol with ten carbon atoms and the molecular formula c10h22o.,"like other medium chain fatty alcohols, 1-decanol is able to permeate the skin which can lead to irritation.",propylene carbonate is chiral but is used exclusively as the racemic mixture.,"1,3,5-trichlorobenzene is an organochlorine compound.","in 1866 adolf von baeyer showed that mesitylene's structure was consistent with that of 1,3,5-trimethylbenzene; however, conclusive proof that mesitylene was identical to 1,3,5-trimethylbenzene was provided by albert ladenburg in 1874."
dodecanol,lauric acid,"in 1993, the european demand of dodecanol was around 60 thousand tons per year (tt/a).",dodecanol /ˈdoʊˈdɛkɑːnɒl/ (systematically named dodecan-1-ol) is an organic compound with the chemical formula ch3(ch2)10ch2oh (also written as c 12h 26o).,propylene carbonate is chiral but is used exclusively as the racemic mixture.,"in cosmetics, dodecanol is used as an emollient.",the mutual solubility of 1-dodecanol and water has been quantified as follows.
tetraethylene glycol,diethylene glycol,"in 1993, the european demand of dodecanol was around 60 thousand tons per year (tt/a).",propylene carbonate is chiral but is used exclusively as the racemic mixture.,dodecanol /ˈdoʊˈdɛkɑːnɒl/ (systematically named dodecan-1-ol) is an organic compound with the chemical formula ch3(ch2)10ch2oh (also written as c 12h 26o).,the mutual solubility of 1-dodecanol and water has been quantified as follows.,"in cosmetics, dodecanol is used as an emollient."
8-hydroxyquinoline,2-aminophenol,"the roots of the invasive plant centaurea diffusa release 8-hydroxyquinoline, which has a negative effect on plants that have not co-evolved with it.","in cosmetics, dodecanol is used as an emollient.",8-hydroxyquinoline is an organic compound with the formula c9h7no.,dodecanol /ˈdoʊˈdɛkɑːnɒl/ (systematically named dodecan-1-ol) is an organic compound with the chemical formula ch3(ch2)10ch2oh (also written as c 12h 26o).,8-hydroxyquinoline is a monoprotic bidentate chelating agent.
hexafluorosilicic acid,silicon dioxide,"hexafluorosilicate is an octahedral anion, the si–f bond distances are 1.71 Å. hexafluorosilicic acid is only available commercially as solution.",hexafluorosilicic acid and the salts are used as wood preservation agents.,"hexafluorosilicic acid is also commonly used for water fluoridation in several countries including the united states, the united kingdom, and the republic of ireland.",the conversion to aluminium trifluoride is described as: h2sif6 + al2o3 → 2 alf3 + sio2 + h2o hexafluorosilicic acid is also converted to a variety of useful hexafluorosilicate salts.,hexafluorosilicic acid has a distinctive sour taste and pungent smell.
trimethylsilyl chloride,chloromethane,"trimethylsilyl chloride, also known as chlorotrimethylsilane is an organosilicon compound (silyl halide), with the formula (ch3)3sicl, often abbreviated me3sicl or tmscl.",hexafluorosilicic acid has a distinctive sour taste and pungent smell.,"trimethylsilyl chloride is used to prepare other trimethylsilyl halides and pseudohalides, including trimethylsilyl fluoride, trimethylsilyl bromide, trimethylsilyl iodide, trimethylsilyl cyanide, trimethylsilyl azide, and trimethylsilyl trifluoromethanesulfonate (tmsotf).",trimethylsilyl chloride also reacts with metal acetylides to give trimethylsilyl alkynes such as bis(trimethylsilyl)acetylene.,hexafluorosilicic acid and the salts are used as wood preservation agents.
ammonia,hydrogen,"gaseous ammonia was first isolated by joseph priestley in 1774 and was termed by him ""alkaline air"".","in 2007, a university of michigan pickup powered by ammonia drove from detroit to san francisco as part of a demonstration, requiring only one fill-up in wyoming.","in one study, anhydrous ammonia destroyed 99.999% of zoonotic bacteria in 3 types of animal feed, but not silage.",the relative intensity of the ammonia lines can be used to measure the temperature of the emitting medium.,"substances containing ammonia, or those that are similar to it, are called ammoniacal."
trimethylsilyl cyanide,trimethylsilyl chloride,"in 2007, a university of michigan pickup powered by ammonia drove from detroit to san francisco as part of a demonstration, requiring only one fill-up in wyoming.","trimethylsilyl cyanide hydrolyzes to give hydrogen cyanide: (ch3)3sicn + h2o → (ch3)3sioh + hcn in its principal application, it adds across carbon-oxygen double bonds, for example in an aldehyde: rcho + (ch3)3sicn → rch(cn)osi(ch3)3 the product is an o-silylated cyanohydrin.",the relative intensity of the ammonia lines can be used to measure the temperature of the emitting medium.,trimethylsilyl cyanide is the chemical compound with the formula (ch3)3sicn.,"gaseous ammonia was first isolated by joseph priestley in 1774 and was termed by him ""alkaline air""."
bisphenol a,phenol,"world production capacity of bisphenol a was 1 million tons in the 1980s, and more than 2.2 million tons in 2009.","infants fed with liquid formula are among the most exposed, and those fed formula from polycarbonate bottles can consume up to 13 micrograms of bisphenol a per kg of body weight per day (μg/kg/day; see table below).",bisphenol a is an endocrine disruptor that can mimic estrogen and has been shown to cause negative health effects in animal studies.,"in july 2009, the california environmental protection agency's developmental and reproductive toxicity identification committee in the california office of environmental health hazard assessment unanimously voted against placing bisphenol a on the state's list of chemicals that are believed to cause reproductive harm.","in february 2009, the swiss federal office for public health, based on reports of other health agencies, stated that the intake of bisphenol a from food represents no risk to the consumer, including newborns and infants."
"3,4-dichloroaniline","3,4-dichloronitrobenzene",bisphenol a is an endocrine disruptor that can mimic estrogen and has been shown to cause negative health effects in animal studies.,"39 °c 3,4-dichloroaniline, cas#95-76-1, m.p.","in february 2009, the swiss federal office for public health, based on reports of other health agencies, stated that the intake of bisphenol a from food represents no risk to the consumer, including newborns and infants.","infants fed with liquid formula are among the most exposed, and those fed formula from polycarbonate bottles can consume up to 13 micrograms of bisphenol a per kg of body weight per day (μg/kg/day; see table below).","world production capacity of bisphenol a was 1 million tons in the 1980s, and more than 2.2 million tons in 2009."
epichlorohydrin,allyl chloride,"  epichlorohydrin is mainly converted to bisphenol a diglycidyl ether, a building block in the manufacture of epoxy resins.","in february 2009, the swiss federal office for public health, based on reports of other health agencies, stated that the intake of bisphenol a from food represents no risk to the consumer, including newborns and infants.",epichlorohydrin is a versatile precursor in the synthesis of many organic compounds.,epichlorohydrin was first described in 1848 by marcellin berthelot.,"the epichlorohydrin is reacted with an alkali nitrate, such as sodium nitrate, producing glycidyl nitrate and alkali chloride."
bromocyclohexane,cyclohexane,"  epichlorohydrin is mainly converted to bisphenol a diglycidyl ether, a building block in the manufacture of epoxy resins.","in february 2009, the swiss federal office for public health, based on reports of other health agencies, stated that the intake of bisphenol a from food represents no risk to the consumer, including newborns and infants.",epichlorohydrin was first described in 1848 by marcellin berthelot.,epichlorohydrin is a versatile precursor in the synthesis of many organic compounds.,"the epichlorohydrin is reacted with an alkali nitrate, such as sodium nitrate, producing glycidyl nitrate and alkali chloride."
2-chloropyridine,pyridine n-oxide,"  epichlorohydrin is mainly converted to bisphenol a diglycidyl ether, a building block in the manufacture of epoxy resins.","the epichlorohydrin is reacted with an alkali nitrate, such as sodium nitrate, producing glycidyl nitrate and alkali chloride.",this reaction proceeds by reacting phenylacetonitrile with 2-chloropyridine in the presence of a base.,"it is generated from 2-chloropyridine by reacting the n-oxide of 2-chloropyridine with na2s in a basic solution, before adding aqueous hcl.",epichlorohydrin is a versatile precursor in the synthesis of many organic compounds.
sodium chloroacetate,chloroacetic acid,epichlorohydrin is a versatile precursor in the synthesis of many organic compounds.,this reaction proceeds by reacting phenylacetonitrile with 2-chloropyridine in the presence of a base.,"  epichlorohydrin is mainly converted to bisphenol a diglycidyl ether, a building block in the manufacture of epoxy resins.","the epichlorohydrin is reacted with an alkali nitrate, such as sodium nitrate, producing glycidyl nitrate and alkali chloride.","it is generated from 2-chloropyridine by reacting the n-oxide of 2-chloropyridine with na2s in a basic solution, before adding aqueous hcl."
benzene,toluene,"in 1836, the french chemist auguste laurent named the substance ""phène""; this word has become the root of the english word ""phenol"", which is hydroxylated benzene, and ""phenyl"", the radical formed by abstraction of a hydrogen atom (free radical h•) from benzene.","in some current catalytic systems, even the benzene-to-xylenes ratio is decreased (more xylenes) when the demand of xylenes is higher.",benzene is an important organic chemical compound with the chemical formula c6h6.,"benzene is used mainly as an intermediate to make other chemicals, above all ethylbenzene, cumene, cyclohexane, nitrobenzene, and alkylbenzene.",european petrol specifications now contain the same 1% limit on benzene content.
hydrogen iodide,iodine,european petrol specifications now contain the same 1% limit on benzene content.,benzene is an important organic chemical compound with the chemical formula c6h6.,"hydroiodic acid is not pure hydrogen iodide, but a mixture containing it.","in 1836, the french chemist auguste laurent named the substance ""phène""; this word has become the root of the english word ""phenol"", which is hydroxylated benzene, and ""phenyl"", the radical formed by abstraction of a hydrogen atom (free radical h•) from benzene.","hydrogen iodide and hydroiodic acid are, however, different in that the former is a gas under standard conditions, whereas the other is an aqueous solution of said gas."
acrylonitrile,propylene,"the aqueous solution consists of acrylonitrile, acetonitrile, hydrocyanic acid, and ammonium sulfate (from excess ammonia).",european petrol specifications now contain the same 1% limit on benzene content.,"a recovery column removes bulk water, and acrylonitrile and acetonitrile are separated by distillation.","in 1836, the french chemist auguste laurent named the substance ""phène""; this word has become the root of the english word ""phenol"", which is hydroxylated benzene, and ""phenyl"", the radical formed by abstraction of a hydrogen atom (free radical h•) from benzene.",acrylonitrile induces apoptosis in human umbilical cord mesenchymal stem cells    acrylonitrile is harmful to aquatic life.
acetic anhydride,acetic acid,"a former industrial route to vinyl acetate involved the intermediate ethylidene diacetate, the geminal diacetate obtained from acetaldehyde and acetic anhydride: ch3cho + (ch3co)2o → (ch3co2)2chch3   acetic anhydride dissolves in water to approximately 2.6% by weight.","a recovery column removes bulk water, and acrylonitrile and acetonitrile are separated by distillation.","because acetic anhydride is not stable in water, the conversion is conducted under anhydrous conditions.","aqueous solutions have limited stability because, like most acid anhydrides, acetic anhydride hydrolyses to give carboxylic acids.","the internal asymmetry may contribute to acetic anhydride's potent electrophilicity as the asymmetric geometry makes one side of a carbonyl carbon more reactive than the other, and in doing so tends to consolidate the electropositivity of a carbonyl carbon to one side (see electron density diagram)."
cyanuric acid,urea,"however, mixture with melamine forms melamine cyanurate, which locks cyanuric acid in the tri-keto tautomer and makes melamine cyanurate insoluble in water.","research has found evidence that cyanuric acid, a constituent of urine, together with melamine forms poorly soluble crystals which can cause renal failure (see analysis section above).","in one method, an ammonium sulfate solution is heated to the ""boil"" and treated with a stoichiometric amount of melamine, by which means the cyanuric acid present precipitates as melamine-cyanuric acid complex.",cyanuric acid is used as a chlorine stabilizer in swimming pools.,"the antineoplastic alkylating agent, teroxirone, is formed by reacting cyanuric acid with 3 equivalents of epichlorohydrin."
tetraethyl pyrophosphate,triethyl phosphate,"in one method, an ammonium sulfate solution is heated to the ""boil"" and treated with a stoichiometric amount of melamine, by which means the cyanuric acid present precipitates as melamine-cyanuric acid complex.",cyanuric acid is used as a chlorine stabilizer in swimming pools.,"frequent early symptoms of tetraethyl pyrophosphate poisoning are dizziness, headache, weakness, muscle twitching, tremor, abdominal cramps, nausea, diarrhea and sweating can develop within 4–12 hours of the contact.","tetraethyl pyrophosphate, abbreviated tepp, is an organophosphate compound, which is used as an insecticide.",the first reported synthesis of tetraethyl pyrophosphate was in the year 1854.
tebuconazole,2-tert-butyl-2-(4-chlorophenethyl) oxirane,the first reported synthesis of tetraethyl pyrophosphate was in the year 1854.,tebuconazole is a triazole fungicide used agriculturally to treat plant pathogenic fungi.,cyanuric acid is used as a chlorine stabilizer in swimming pools.,"due to the potential for endocrine-disrupting effects, tebuconazole was assessed by the swedish chemicals agency  as being potentially removed from the market by eu regulation 1107/2009.","frequent early symptoms of tetraethyl pyrophosphate poisoning are dizziness, headache, weakness, muscle twitching, tremor, abdominal cramps, nausea, diarrhea and sweating can develop within 4–12 hours of the contact."
crotonic acid,crotonaldehyde,the first reported synthesis of tetraethyl pyrophosphate was in the year 1854.,it is also called crotonic acid because it was erroneously thought to be a saponification product of croton oil.,tebuconazole is a triazole fungicide used agriculturally to treat plant pathogenic fungi.,cyanuric acid is used as a chlorine stabilizer in swimming pools.,"due to the potential for endocrine-disrupting effects, tebuconazole was assessed by the swedish chemicals agency  as being potentially removed from the market by eu regulation 1107/2009."
2-dimethylaminoethanol,dimethylamine,"""is 2-dimethylaminoethanol (deanol) indeed a precursor of brain acetylcholine?",cyanuric acid is used as a chlorine stabilizer in swimming pools.,the first reported synthesis of tetraethyl pyrophosphate was in the year 1854.,"due to the potential for endocrine-disrupting effects, tebuconazole was assessed by the swedish chemicals agency  as being potentially removed from the market by eu regulation 1107/2009.","""double-blind trial of 2-dimethylaminoethanol in alzheimer's disease""."
1-nitropropane,nitric acid,"""double-blind trial of 2-dimethylaminoethanol in alzheimer's disease"".",cyanuric acid is used as a chlorine stabilizer in swimming pools.,"due to the potential for endocrine-disrupting effects, tebuconazole was assessed by the swedish chemicals agency  as being potentially removed from the market by eu regulation 1107/2009.",1-nitropropane (1-np) is a solvent.,"this reaction forms four nitroalkanes: nitromethane, nitroethane, 1-nitropropane, and 2-nitropropane."
diisopropylamine,isopropyl alcohol,diisopropylamine is a secondary amine with the chemical formula (ch3)2hc-nh-ch(ch3)2.,diisopropylamine is commercially available.,1-nitropropane (1-np) is a solvent.,diisopropylamine can be dried by distillation from potassium hydroxide (koh) or drying over sodium wire.,"this reaction forms four nitroalkanes: nitromethane, nitroethane, 1-nitropropane, and 2-nitropropane."
succinic anhydride,maleic anhydride,"succinic anhydride, also called dihydro-2,5-furandione and butanedioic anhydride , is an organic compound with the molecular formula c4h4o3.","this reaction forms four nitroalkanes: nitromethane, nitroethane, 1-nitropropane, and 2-nitropropane.","it undergoes a similar reaction with polyisobutylene to give polyisobutylenyl succinic anhydride, a common building block chemical.",diisopropylamine is commercially available.,diisopropylamine is a secondary amine with the chemical formula (ch3)2hc-nh-ch(ch3)2.
propoxur,o-isopropoxyphenol,"several u.s. states have petitioned the environmental protection agency (epa) to use propoxur against bedbug infestations, but the epa has been reluctant to approve indoor use because of its potential toxicity to children after chronic exposure.","propoxur is a non-systemic insecticide with a fast knockdown and long residual effect used against turf, forestry, and household pests and fleas.","it undergoes a similar reaction with polyisobutylene to give polyisobutylenyl succinic anhydride, a common building block chemical.",diisopropylamine is a secondary amine with the chemical formula (ch3)2hc-nh-ch(ch3)2.,"succinic anhydride, also called dihydro-2,5-furandione and butanedioic anhydride , is an organic compound with the molecular formula c4h4o3."
tetrakis(hydroxymethyl)phosphonium chloride,formaldehyde,"propoxur is a non-systemic insecticide with a fast knockdown and long residual effect used against turf, forestry, and household pests and fleas.","several u.s. states have petitioned the environmental protection agency (epa) to use propoxur against bedbug infestations, but the epa has been reluctant to approve indoor use because of its potential toxicity to children after chronic exposure.","it undergoes a similar reaction with polyisobutylene to give polyisobutylenyl succinic anhydride, a common building block chemical.","succinic anhydride, also called dihydro-2,5-furandione and butanedioic anhydride , is an organic compound with the molecular formula c4h4o3.",diisopropylamine is a secondary amine with the chemical formula (ch3)2hc-nh-ch(ch3)2.
sodium cacodylate,chloromethane,"for example, ""agent blue,"" one of the chemicals used during the vietnam war, is a mixture of cacodylic acid and sodium cacodylate.",sodium cacodylate is frequently used as a buffering agent in the preparation and fixation of biological samples for electron microscopy.,"several u.s. states have petitioned the environmental protection agency (epa) to use propoxur against bedbug infestations, but the epa has been reluctant to approve indoor use because of its potential toxicity to children after chronic exposure.","it undergoes a similar reaction with polyisobutylene to give polyisobutylenyl succinic anhydride, a common building block chemical.","propoxur is a non-systemic insecticide with a fast knockdown and long residual effect used against turf, forestry, and household pests and fleas."
primidone,2-thiophenobarbital,primidone was introduced in 1954 under the brandname mysoline by wyeth in the united states.,open-label case series have suggested that primidone is effective in the treatment of epilepsy.,"dupuytren's contracture, a disease of the fasciae in the palm and fingers that permanently bends the fingers (usually the little and ring fingers) toward the palm, was first noted to be highly prevalent in epileptic people in 1941 by a dr. lund, fourteen years before primidone was on the market.",sodium cacodylate is frequently used as a buffering agent in the preparation and fixation of biological samples for electron microscopy.,"her depression, which was resistant to all the antidepressants she tried, gradually remitted during primidone therapy; the expected depressive episode lasted three days instead of 13-17."
sucrose acetate isobutyrate,sucrose,"dupuytren's contracture, a disease of the fasciae in the palm and fingers that permanently bends the fingers (usually the little and ring fingers) toward the palm, was first noted to be highly prevalent in epileptic people in 1941 by a dr. lund, fourteen years before primidone was on the market.",sodium cacodylate is frequently used as a buffering agent in the preparation and fixation of biological samples for electron microscopy.,"her depression, which was resistant to all the antidepressants she tried, gradually remitted during primidone therapy; the expected depressive episode lasted three days instead of 13-17.",primidone was introduced in 1954 under the brandname mysoline by wyeth in the united states.,open-label case series have suggested that primidone is effective in the treatment of epilepsy.
methacrylonitrile,isobutene,sodium cacodylate is frequently used as a buffering agent in the preparation and fixation of biological samples for electron microscopy.,"dupuytren's contracture, a disease of the fasciae in the palm and fingers that permanently bends the fingers (usually the little and ring fingers) toward the palm, was first noted to be highly prevalent in epileptic people in 1941 by a dr. lund, fourteen years before primidone was on the market.",open-label case series have suggested that primidone is effective in the treatment of epilepsy.,methacrylonitrile is also used as a replacement for acrylonitrile in the manufacture of an acrylonitrile/butadiene/styrene-like polymer.,"her depression, which was resistant to all the antidepressants she tried, gradually remitted during primidone therapy; the expected depressive episode lasted three days instead of 13-17."
hydroxyurea,sodium cyanate,"hydroxycarbamide (inn, ban) or hydroxyurea (usan, aan) is an antineoplastic drug used in myeloproliferative disorders, specifically polycythemia vera and essential thrombocythemia.",methacrylonitrile is also used as a replacement for acrylonitrile in the manufacture of an acrylonitrile/butadiene/styrene-like polymer.,open-label case series have suggested that primidone is effective in the treatment of epilepsy.,"dupuytren's contracture, a disease of the fasciae in the palm and fingers that permanently bends the fingers (usually the little and ring fingers) toward the palm, was first noted to be highly prevalent in epileptic people in 1941 by a dr. lund, fourteen years before primidone was on the market.",sodium cacodylate is frequently used as a buffering agent in the preparation and fixation of biological samples for electron microscopy.
cyclohexane,benzene,methacrylonitrile is also used as a replacement for acrylonitrile in the manufacture of an acrylonitrile/butadiene/styrene-like polymer.,sodium cacodylate is frequently used as a buffering agent in the preparation and fixation of biological samples for electron microscopy.,this conformation allows for the most stable structure of cyclohexane.,cyclohexane is sometimes used as an organic solvent.,"cyclohexane is a colourless, flammable liquid with a distinctive detergent-like odor, reminiscent of cleaning products (in which it is sometimes used)."
glutaric acid,adipic acid,"although the related ""linear"" dicarboxylic acids adipic and succinic acids are water-soluble only to a few percent at room temperature, the water-solubility of glutaric acid is over 50% (w/w).","glutaric acid itself has been used in the production of polymers such as polyester polyols, polyamides.",this conformation allows for the most stable structure of cyclohexane.,glutaric acid is the organic compound with the formula c3h6(cooh)2 .,sodium cacodylate is frequently used as a buffering agent in the preparation and fixation of biological samples for electron microscopy.
coumarin,carbonic acid bis (2-dichloromethyl-phenyl ester),"dr. wigand later stated that coumarin itself is dangerous, pointing out that the fda had banned its addition to human food in 1954.",the pechmann condensation provides another route to coumarin and its derivatives; as does the kostanecki acylation which can also be used to produce chromones.,the occupational safety and health administration (osha) of the united states does not classify coumarin as a carcinogen for humans.,"according to the german federal institute for risk assessment (bfr), 1 kg of (cassia) cinnamon powder contains about 2.1 to 4.4 g of coumarin.",alcoholic beverages sold in the european union are limited to a maximum of 10 mg/l coumarin by law.
